numtaxa,nretics_true,nretics_est,nretics_inside,nretics_outside,nretics_duplicated,constraint_sizes,estRFerror,gauss_error,constraint_error_sum,replicate_num
50,2,2.0,2,0,0,"11,9,13,8,10",2.0,0.5000089332147397,2.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",28.0,0.5625845948501541,26.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,6.139178148464582,0.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",8.0,0.9414484704270107,6.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",22.0,1.4135172799703652,12.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",30.0,0.24459425332442614,22.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",26.0,0.02005281630719962,18.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",36.0,1.0673616625960791,28.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,3.9947734300922555,14.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",32.0,1.5959699146408248,26.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",18.0,0.13945487458980768,8.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",28.0,1.8299943098939233,18.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",4.0,0.8201488030973221,2.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",26.0,0.1336889881062839,22.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",10.0,1.1695707134982853,8.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",12.0,0.04728383331087303,10.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,2.5992187591097657,10.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",36.0,0.2379105079565994,22.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",4.0,0.20442658514607437,4.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",4.0,1.6684898279784297,2.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,2.565203521642483,18.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",50.0,1.9410770078574684,24.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",2.0,0.8809643921251958,2.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",36.0,1.8937699559330032,26.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",36.0,2.172418661578501,10.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",28.0,0.11628442703266263,24.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",24.0,0.7884871599019746,18.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",36.0,1.5938075135270915,30.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",26.0,0.6933997460294183,20.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",26.0,0.1789906619854303,22.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",44.0,2.455037433746461,24.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",20.0,1.5590013308325315,16.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,4.498456128180215,16.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",20.0,1.6772521293878326,16.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",22.0,0.5862794002558145,18.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",36.0,0.7152635379447092,28.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",22.0,1.3126898290122069,16.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",22.0,0.662527810837284,16.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",14.0,0.9169896888550904,12.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",4.0,0.01816399907085059,2.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",26.0,0.7791779138690024,20.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",46.0,1.5642842016370977,18.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",36.0,0.6528966910383797,24.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",26.0,2.0072239097881637,18.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,3.3894419509727935,16.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",40.0,0.784939759880714,26.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",24.0,1.1725443200567476,16.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",8.0,0.011215775231196006,8.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",4.0,0.09432485375276253,4.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,2.5978554377049363,24.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",12.0,1.0934715074924395,8.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",36.0,1.4193409678404385,22.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,2.186476652014989,10.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",22.0,1.8084844617625793,8.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",30.0,2.6207092459065553,4.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,3.1294131227910995,16.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,2.793295700276372,14.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",22.0,0.5082722573514007,14.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",18.0,0.8883887410166307,12.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",20.0,0.3718098145490537,18.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,3.11305429961071,32.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",32.0,0.7246716330383693,22.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",34.0,2.3744124764361714,8.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",24.0,0.6759395979452525,16.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",34.0,0.13666601596158903,30.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",14.0,0.589929317239572,10.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,2.168305860151978,12.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",26.0,0.3143127450927616,20.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,4.060323867794006,22.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",60.0,2.76439701687242,28.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",10.0,0.22590849599537288,8.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,2.953650506812936,14.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",34.0,0.7602454209532744,22.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",44.0,0.11650477802028017,24.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",28.0,0.701502046744193,26.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",32.0,0.3829878894175355,22.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",50.0,1.9288962560953937,24.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,3.0881791165289405,14.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",16.0,1.9829287530094988,6.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",2.0,0.22829714813622545,2.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",24.0,1.4008317065702234,12.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,6.5357244946504505,28.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",50.0,2.3292245794430078,30.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",24.0,1.3037643325895663,18.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",34.0,0.8765652069569785,26.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,3.90349766093205,28.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",26.0,1.1907495227112717,18.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",10.0,1.5320013660898044,2.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,4.19420590192032,14.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",34.0,1.6197157306912204,30.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",16.0,0.9391360521687298,10.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",16.0,0.5780013286167548,14.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",22.0,0.49793602538179205,20.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,2.986751498011961,16.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",24.0,0.6696320829779697,20.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",28.0,1.8461927719825897,18.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",28.0,0.03379097076661791,24.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",6.0,1.1727961247473944,4.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",34.0,1.6306281493063775,18.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",14.0,1.8042212800762014,6.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,3.7090865169606477,4.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",2.0,0.9487559294824078,2.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,4.8876466998756705,10.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",28.0,2.366971466994273,14.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",28.0,0.5443818534172905,20.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",22.0,1.761289775356564,20.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",30.0,2.1683268579719224,12.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,2.90352797906554,24.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",24.0,0.3296230217057732,20.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,2.90888792278782,28.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",40.0,1.3579413367968252,34.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",32.0,0.5904314208314106,24.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",22.0,0.16932349398929591,18.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",56.0,2.1427302414291782,32.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",12.0,1.0421995322824318,10.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",0.0,0.5685571830353626,0.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",28.0,0.35873169664626503,18.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",26.0,0.630562357545335,20.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",38.0,0.5201443852253924,30.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",4.0,1.2840377749262866,4.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",12.0,0.8901837421666083,10.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",40.0,2.866610882321756,14.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",28.0,0.5393680744703202,28.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",36.0,1.4701006329832638,30.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",12.0,0.29454411881045967,8.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",30.0,0.6046824351826405,24.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",30.0,3.371642329329256,6.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,4.740103055643902,20.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",16.0,0.004013197284326424,14.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",8.0,1.1250290377684862,4.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",30.0,2.314165002736353,12.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,6.23824502749917,14.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",30.0,1.9577939461240343,16.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",20.0,0.933617557728516,16.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",24.0,2.7924502136612555,18.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",26.0,1.705267063654942,24.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",30.0,1.5778417613742561,22.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",26.0,1.1553565092846334,16.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,4.337434853207104,28.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",28.0,0.1589023616924596,26.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,4.107863544516542,24.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",34.0,1.981610952840232,26.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",18.0,0.4159847777394724,16.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",32.0,0.13834891722498746,24.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",16.0,1.4052272984298002,14.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",30.0,0.8065052368705536,26.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",26.0,1.4554059335465914,18.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",30.0,1.2913886650022455,24.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",36.0,0.14470490701484648,28.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,3.5994913237247523,18.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",20.0,0.049126906061005754,16.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",2.0,0.5995768605284123,2.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",12.0,0.5374109920196181,8.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",14.0,0.6104226263919292,10.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,5.922707480514507,18.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",18.0,1.8489658396649764,2.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",26.0,0.3734503192189156,20.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",36.0,0.08096127085820037,28.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,3.902761168650308,26.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",4.0,0.8647023148959536,2.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",30.0,0.5136726118610359,26.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",34.0,1.0527040114835506,26.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",18.0,0.1903277303553729,12.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",28.0,0.9280935698481825,24.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,3.681995136453554,22.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",18.0,1.5490324134284283,12.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",2.0,0.2596836592957822,2.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",40.0,2.343967688445037,20.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",38.0,1.7114657290796615,20.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",38.0,0.038801985532662064,26.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",24.0,0.3348502270834657,18.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",32.0,1.1719035476134745,20.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,1.7317488553866147,2.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,2.9950100384048715,24.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",34.0,0.22938869191429584,32.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",20.0,0.03196858210111318,18.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",10.0,1.3456363237972442,6.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,2.9749969703505696,20.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",26.0,0.7152466862871738,18.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",10.0,0.9444630880289399,10.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",20.0,0.19939412477187735,14.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",16.0,0.03195344600742041,14.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,3.466321799228436,24.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",40.0,1.9239831351069505,24.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",14.0,0.1378293473137973,12.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,4.767071971198722,20.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",32.0,0.10905642060539664,28.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,5.836004599666137,12.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",24.0,1.1648247431946819,14.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,4.953323953462906,14.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",46.0,2.221998816578932,16.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",36.0,2.3332699437990536,18.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",26.0,0.717527319539666,20.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,4.4655742071058935,26.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",0.0,0.41388465685257403,0.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",22.0,0.7100513920754329,18.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",2.0,0.8408478232125414,2.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",8.0,2.141315511232603,4.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",34.0,3.329871992450278,4.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,3.8540946386823047,16.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,4.194925587168084,10.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",18.0,2.6908123490008844,2.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",0.0,0.34574614476358184,0.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",32.0,0.5240549814100138,24.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,3.135069356895354,28.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,2.4189609370183796,34.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",32.0,0.4997323131836544,26.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,6.0279727892910255,14.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",38.0,0.34055781953971576,24.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,3.347851415063806,16.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",60.0,3.464629989967709,4.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,7.296277808722766,18.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",0.0,0.68645398228949,0.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",10.0,0.524893313634857,10.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",26.0,0.9547815422678557,24.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",10.0,0.25731559329944237,8.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",22.0,0.7285629560415322,18.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,3.3271791705217106,6.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",24.0,0.12363724230900608,20.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",28.0,1.0294808548299264,20.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",34.0,0.004576852611056677,22.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",18.0,0.6337099533740012,16.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",20.0,0.06914799912739575,14.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",12.0,1.7171355079478472,8.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",36.0,1.337503370716668,24.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,2.573607646724934,6.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",12.0,1.2996338832496657,10.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",38.0,2.0701676595560223,24.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",8.0,0.7805011112969531,6.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",30.0,1.3293044625461183,16.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,3.6212926839091204,4.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",40.0,1.266236213762414,24.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",36.0,0.23651611942532802,26.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",28.0,1.2558070552815002,22.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",12.0,0.4855938570755299,4.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",30.0,0.09310198103826095,22.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",20.0,0.6305580528956934,16.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,3.616046532428097,16.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",24.0,1.3570835458399746,14.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",50.0,2.05595544298469,34.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,2.5907660347924892,18.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",18.0,1.2198217258931512,16.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",44.0,0.21665216368480017,36.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",10.0,1.1309693388564748,8.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",24.0,1.1116999797869391,22.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",14.0,1.5502176212097372,12.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",18.0,0.42643400173085755,6.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",34.0,0.4343108156477577,20.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",6.0,0.6430392891048758,6.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,1.6085693342061727,30.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",16.0,0.010895998898812435,14.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",38.0,0.3277391819520049,22.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",30.0,0.29266875722296565,26.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,6.204418346758554,18.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",40.0,0.6091610738135046,30.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",4.0,1.9771773856979142,2.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",12.0,1.3203193061640968,10.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",26.0,0.2225046631476239,18.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",8.0,0.05683820427262689,6.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",22.0,0.8537822003308824,12.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",20.0,0.965383995076506,10.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,4.624871274128816,14.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,3.5908949615387806,4.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",32.0,0.5010569556331118,28.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",18.0,0.8280081818410344,16.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",2.0,1.2547616861994764,2.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,3.7371589819379665,8.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",14.0,1.7320306072284284,12.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",34.0,1.942180821855945,20.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",40.0,1.1757449286541544,30.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",8.0,1.0123727784087186,6.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",18.0,0.030186855832624784,12.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",18.0,0.03777835052942244,14.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",24.0,2.639463088059789,12.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",52.0,1.7557467296012326,30.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",22.0,0.07972896347272379,18.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",6.0,0.2348018237087066,6.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",36.0,0.3584274141753351,28.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",20.0,1.1937378218837043,16.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",30.0,0.8242669394930238,20.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",20.0,0.10328530337540373,18.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,3.9220820852993628,12.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",40.0,0.48150470556625413,30.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",6.0,0.15756831090036524,6.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",28.0,1.7508294305681462,18.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",34.0,0.36034748885476453,26.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,4.690910746008126,4.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,3.6823645829428004,14.0,1
50,2,-1.0,2,0,0,"11,9,13,8,10",-1.0,4.098641472913328,18.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",18.0,1.2905823174469702,16.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",34.0,1.446925991384965,22.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",10.0,0.24147930858005878,8.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",34.0,0.33059432424352236,28.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",32.0,1.0180176964975067,28.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",30.0,0.8014176625056177,24.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",6.0,1.0575753874015728,4.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",10.0,0.9431984097677795,10.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",18.0,0.4993765874131193,12.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",28.0,0.2237393667464398,26.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",16.0,0.4758798092533685,14.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",12.0,0.7026966850539305,6.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",34.0,1.9784610323576355,26.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",30.0,0.22861918811531384,28.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",12.0,0.9936956064335625,6.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",36.0,0.2819218077377363,24.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",36.0,1.142270715421407,30.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",28.0,0.6087404873395952,16.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",18.0,0.4390441553756046,16.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",8.0,1.346748224878554,2.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",14.0,2.1756243258124064,10.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",32.0,0.20042552044087003,26.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",38.0,1.7217183488570227,18.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",4.0,0.5515149849656861,4.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",20.0,0.3622540640908025,8.0,1
50,2,2.0,2,0,0,"11,9,13,8,10",28.0,1.3969849201793108,18.0,1
