net_id,hwcd,sum_constraint_hwcd,gauss_sd,nretics_est,major_tree_only,m,force_unrooted
n50r2,14.0,10.0,10.0,1.1607415362551707,false,15,false
n50r2,-1.0,-1.0,-1.0,4.7533183571720015,false,15,false
n50r2,16.0,12.0,12.0,0.37459228146786394,false,15,false
n50r2,-1.0,-1.0,-1.0,4.403490974257889,false,15,false
n50r2,-1.0,-1.0,-1.0,3.6178046431820317,false,15,false
n50r2,-1.0,-1.0,-1.0,4.521450988456124,false,15,false
n50r2,-1.0,-1.0,-1.0,4.901229555043839,false,15,false
n50r2,22.0,18.0,18.0,1.040174618705431,false,15,false
n50r2,-1.0,-1.0,-1.0,3.3817653356850994,false,15,false
n50r2,-1.0,-1.0,-1.0,4.124583048022134,false,15,false
n50r2,24.0,20.0,22.0,1.3008188605228355,false,15,false
n50r2,-1.0,-1.0,-1.0,3.0963254273651044,false,15,false
n50r2,-1.0,-1.0,-1.0,4.632743324468991,false,15,false
n50r2,-1.0,-1.0,-1.0,3.2476527538122717,false,15,false
n50r2,18.0,12.0,14.0,1.7022702889102341,false,15,false
n50r2,-1.0,-1.0,-1.0,4.822372169638807,false,15,false
n50r2,-1.0,-1.0,-1.0,2.8928605807729357,false,15,false
n50r2,30.0,28.0,28.0,0.5355543391870046,false,15,false
n50r2,-1.0,-1.0,-1.0,2.9615813119710195,false,15,false
n50r2,-1.0,-1.0,-1.0,3.3432283124014055,false,15,false
n50r2,-1.0,-1.0,-1.0,4.77479933205755,false,15,false
n50r2,6.0,2.0,2.0,2.4160637281094646,false,15,false
n50r2,-1.0,-1.0,-1.0,3.5890938001027948,false,15,false
n50r2,28.0,28.0,26.0,1.7975677425970402,false,15,false
n50r2,28.0,24.0,24.0,0.9052284757326825,false,15,false
n50r2,40.0,30.0,38.0,0.09933274747066255,false,15,false
n50r2,-1.0,-1.0,-1.0,2.3390526536961693,false,15,false
n50r2,-1.0,-1.0,-1.0,3.6424874222585353,false,15,false
n50r2,-1.0,-1.0,-1.0,3.088406358161329,false,15,false
n50r2,-1.0,-1.0,-1.0,4.348992507741681,false,15,false
n50r2,-1.0,-1.0,-1.0,3.3130843191743944,false,15,false
n50r2,-1.0,-1.0,-1.0,2.753592381544876,false,15,false
n50r2,-1.0,-1.0,-1.0,3.6427867597939088,false,15,false
n50r2,42.0,36.0,40.0,2.1265322289457944,false,15,false
n50r2,12.0,8.0,8.0,0.13563881043375492,false,15,false
n50r2,-1.0,-1.0,-1.0,3.4572037220137273,false,15,false
n50r2,4.0,0.0,0.0,0.0,true,20,true
n50r2,38.0,30.0,36.0,1.9723116026686154,true,20,true
n50r2,-1.0,-1.0,-1.0,4.833029037188939,true,20,true
n50r2,-1.0,-1.0,-1.0,4.626609114630375,true,20,true
n50r2,-1.0,-1.0,-1.0,4.402755608273198,true,20,true
n50r2,-1.0,-1.0,-1.0,2.872102215908383,true,20,true
n50r2,6.0,2.0,2.0,0.7116770372155483,true,20,true
n50r2,16.0,12.0,12.0,1.0955531968050343,true,20,true
n50r2,-1.0,-1.0,-1.0,3.454942872837762,true,20,true
n50r2,22.0,18.0,18.0,0.8686493705223699,true,20,true
n50r2,26.0,22.0,22.0,1.2203607681144228,true,20,true
n50r2,34.0,30.0,30.0,1.2634659874264866,true,20,true
n50r2,26.0,22.0,22.0,2.342654213366497,true,20,true
n50r2,28.0,22.0,26.0,0.8102047391998081,true,20,true
n50r2,22.0,18.0,18.0,0.34841950646270714,true,20,true
n50r2,30.0,26.0,28.0,0.7442068961820452,true,20,true
n50r2,34.0,24.0,32.0,0.23776015220282645,true,20,true
n50r2,-1.0,-1.0,-1.0,4.636737240038147,true,20,true
n50r2,-1.0,-1.0,-1.0,3.9297846265937784,true,20,true
n50r2,46.0,40.0,44.0,1.8908923075519586,true,20,true
n50r2,-1.0,-1.0,-1.0,3.432925841046529,true,20,true
n50r2,40.0,30.0,38.0,0.9912472988553375,true,20,true
n50r2,-1.0,-1.0,-1.0,3.5157020750564,true,20,true
n50r2,26.0,24.0,24.0,2.1736915787541493,true,20,true
n50r2,28.0,18.0,28.0,1.9039347333996715,true,20,true
n50r2,14.0,12.0,12.0,1.951192934459343,true,20,true
n50r2,8.0,4.0,4.0,0.19283703813829275,true,20,true
n50r2,14.0,10.0,10.0,1.2881513384049288,true,20,true
n50r2,12.0,8.0,8.0,0.15605043373355545,true,20,true
n50r2,-1.0,-1.0,-1.0,2.3920587753293057,true,20,true
n50r2,18.0,14.0,14.0,0.9939267428916704,true,20,true
n50r2,-1.0,-1.0,-1.0,4.867975006662515,true,20,true
n50r2,36.0,32.0,32.0,1.8730533560121998,true,20,true
n50r2,-1.0,-1.0,-1.0,3.206080427652455,true,20,true
n50r2,-1.0,-1.0,-1.0,4.9213842721094405,true,20,true
n50r2,-1.0,-1.0,-1.0,2.84676363271325,true,20,true
n50r2,12.0,8.0,8.0,0.3339941481347653,true,20,true
n50r2,-1.0,-1.0,-1.0,3.8956912326901536,true,20,true
n50r2,-1.0,-1.0,-1.0,4.218316145500638,true,20,true
n50r2,-1.0,-1.0,-1.0,3.22597766952089,true,20,true
n50r2,-1.0,-1.0,-1.0,3.8018621632305285,true,20,true
n50r2,-1.0,-1.0,-1.0,4.807882465138206,true,20,true
n50r2,-1.0,-1.0,-1.0,3.68418182908536,true,20,true
n50r2,12.0,8.0,8.0,0.5211255841256297,true,20,true
n50r2,8.0,4.0,4.0,0.6947173385934399,true,20,true
n50r2,30.0,24.0,26.0,1.3844323716384208,true,20,true
n50r2,-1.0,-1.0,-1.0,2.970829369027181,true,20,true
n50r2,-1.0,-1.0,-1.0,4.179409514527003,true,20,true
n50r2,-1.0,-1.0,-1.0,3.761603684191104,true,20,true
n50r2,14.0,10.0,10.0,0.6291566120954165,true,20,true
n50r2,18.0,14.0,14.0,1.2026400242779236,true,20,true
n50r2,-1.0,-1.0,-1.0,3.4111668324709905,true,20,true
n50r2,16.0,12.0,12.0,1.4138414674451807,true,20,true
n50r2,-1.0,-1.0,-1.0,3.4562645854991185,true,20,true
n50r2,30.0,20.0,28.0,0.5823202403168607,true,20,true
n50r2,22.0,18.0,18.0,1.1832195036831146,true,20,true
n50r2,-1.0,-1.0,-1.0,3.7472119247664515,true,20,true
n50r2,-1.0,-1.0,-1.0,4.691012421030603,true,20,true
n50r2,22.0,20.0,20.0,1.7667529481123674,true,20,true
n50r2,-1.0,-1.0,-1.0,3.9116918446447535,true,20,true
n50r2,32.0,28.0,28.0,2.440057146647737,true,20,true
n50r2,-1.0,-1.0,-1.0,4.4488990558599015,true,20,true
n50r2,-1.0,-1.0,-1.0,4.750605620894192,true,20,true
n50r2,22.0,20.0,20.0,1.1036199313664465,true,20,true
n50r2,10.0,6.0,6.0,1.222094243174675,true,20,true
n50r2,20.0,16.0,16.0,1.1189908484930244,true,20,true
n50r2,-1.0,-1.0,-1.0,4.215179542975821,true,20,true
n50r2,-1.0,-1.0,-1.0,4.458296184661763,true,20,true
n50r2,-1.0,-1.0,-1.0,3.4607945718689064,true,20,true
n50r2,18.0,14.0,16.0,0.05653392989890229,true,20,true
n50r2,-1.0,-1.0,-1.0,2.952448820969645,true,20,true
n50r2,-1.0,-1.0,-1.0,4.097392278481225,true,20,true
n50r2,-1.0,-1.0,-1.0,3.185419274301739,true,20,true
n50r2,16.0,12.0,12.0,2.185972458124127,true,20,true
n50r2,-1.0,-1.0,-1.0,4.688554696626785,true,20,true
n50r2,-1.0,-1.0,-1.0,4.782032094017929,true,20,true
n50r2,-1.0,-1.0,-1.0,4.406915358298903,true,20,true
n50r2,22.0,18.0,18.0,1.914550677978962,true,20,true
n50r2,-1.0,-1.0,-1.0,2.785898241010837,true,20,true
n50r2,34.0,30.0,32.0,1.7374106356279235,true,20,true
n50r2,-1.0,-1.0,-1.0,3.1260532001503187,true,20,true
n50r2,-1.0,-1.0,-1.0,2.751806772094577,true,20,true
n50r2,-1.0,-1.0,-1.0,3.474720849739938,true,20,true
n50r2,16.0,12.0,12.0,2.098080445950885,true,20,true
n50r2,-1.0,-1.0,-1.0,3.5832149351704943,true,20,true
n50r2,28.0,16.0,26.0,0.5946173360194121,true,20,true
n50r2,6.0,2.0,2.0,1.6408745110156426,true,20,true
n50r2,10.0,6.0,6.0,0.0061334151546440846,true,20,true
n50r2,-1.0,-1.0,-1.0,4.250289168571982,true,20,true
n50r2,-1.0,-1.0,-1.0,2.9339149412137813,true,20,true
n50r2,22.0,16.0,18.0,1.2456257540315876,true,20,true
n50r2,12.0,8.0,8.0,1.328449649880439,true,20,true
n50r2,-1.0,-1.0,-1.0,4.889739131600852,true,20,true
n50r2,30.0,26.0,26.0,0.2146461561999598,true,20,true
n50r2,24.0,20.0,20.0,2.0785521362923807,true,20,true
n50r2,14.0,10.0,10.0,0.39746799092257024,true,20,true
n50r2,-1.0,-1.0,-1.0,3.2417007961259765,true,20,true
n50r2,-1.0,-1.0,-1.0,4.298859486164807,true,20,true
n50r2,28.0,22.0,24.0,1.0924453080639727,true,20,true
n50r2,40.0,34.0,38.0,0.3078193857326782,true,20,true
n50r2,4.0,0.0,0.0,0.0,true,20,false
n50r2,-1.0,-1.0,-1.0,3.925518448637067,true,20,false
n50r2,-1.0,-1.0,-1.0,4.074574057495896,true,20,false
n50r2,34.0,22.0,32.0,1.0364933532225749,true,20,false
n50r2,40.0,38.0,38.0,2.626529752334024,true,20,false
n50r2,-1.0,-1.0,-1.0,3.649235441818998,true,20,false
n50r2,12.0,8.0,8.0,0.25303227399579087,true,20,false
n50r2,16.0,12.0,12.0,1.9534920631572836,true,20,false
n50r2,-1.0,-1.0,-1.0,4.504200269963548,true,20,false
n50r2,16.0,12.0,12.0,0.9379216925904508,true,20,false
n50r2,-1.0,-1.0,-1.0,3.797892499395821,true,20,false
n50r2,42.0,34.0,40.0,2.289023802121638,true,20,false
n50r2,8.0,4.0,4.0,2.060674515611241,true,20,false
n50r2,16.0,10.0,12.0,1.4935165835270556,true,20,false
n50r2,-1.0,-1.0,-1.0,3.551705569067373,true,20,false
n50r2,-1.0,-1.0,-1.0,4.786055203761823,true,20,false
n50r2,-1.0,-1.0,-1.0,4.780768900670103,true,20,false
n50r2,20.0,16.0,16.0,1.6095031830600366,true,20,false
n50r2,-1.0,-1.0,-1.0,4.080288445104187,true,20,false
n50r2,42.0,32.0,40.0,0.05625069016743391,true,20,false
n50r2,-1.0,-1.0,-1.0,2.393315038950091,true,20,false
n50r2,-1.0,-1.0,-1.0,4.960007053576788,true,20,false
n50r2,-1.0,-1.0,-1.0,4.567965082358281,true,20,false
n50r2,-1.0,-1.0,-1.0,4.743921652385765,true,20,false
n50r2,14.0,10.0,10.0,0.28139205606762335,true,20,false
n50r2,24.0,20.0,20.0,2.1511601471171002,true,20,false
n50r2,-1.0,-1.0,-1.0,1.9339079424744465,true,20,false
n50r2,-1.0,-1.0,-1.0,2.449431614012273,true,20,false
n50r2,-1.0,-1.0,-1.0,2.101373660828958,true,20,false
n50r2,-1.0,-1.0,-1.0,4.047184229242229,true,20,false
n50r2,20.0,16.0,16.0,1.7943536057537037,true,20,false
n50r2,-1.0,-1.0,-1.0,3.7121641169816204,true,20,false
n50r2,-1.0,-1.0,-1.0,3.468625484495639,true,20,false
n50r2,28.0,24.0,24.0,0.21650647543310483,true,20,false
n50r2,8.0,4.0,4.0,0.013805993679257073,true,20,false
n50r2,14.0,10.0,10.0,1.87283351472615,true,20,false
n50r2,12.0,10.0,10.0,2.794285039823842,true,20,false
n50r2,-1.0,-1.0,-1.0,2.9359157477778535,true,20,false
n50r2,-1.0,-1.0,-1.0,3.852731251370606,true,20,false
n50r2,14.0,8.0,10.0,1.1479382320284102,true,20,false
n50r2,28.0,22.0,26.0,1.6511744164378241,true,20,false
n50r2,-1.0,-1.0,-1.0,4.14144004028836,true,20,false
n50r2,32.0,28.0,30.0,2.0340347036668738,true,20,false
n50r2,-1.0,-1.0,-1.0,3.9216754757999137,true,20,false
n50r2,-1.0,-1.0,-1.0,2.7697744426180457,true,20,false
n50r2,-1.0,-1.0,-1.0,4.56733143818755,true,20,false
n50r2,-1.0,-1.0,-1.0,3.5621626240431383,true,20,false
n50r2,38.0,34.0,36.0,0.5435671258482697,true,20,false
n50r2,-1.0,-1.0,-1.0,4.72343781892796,true,20,false
n50r2,-1.0,-1.0,-1.0,4.832877754630482,true,20,false
n50r2,-1.0,-1.0,-1.0,3.432542964293334,true,20,false
n50r2,-1.0,-1.0,-1.0,4.941105320628515,true,20,false
n50r2,-1.0,-1.0,-1.0,5.020608018792561,true,20,false
n50r2,6.0,2.0,2.0,0.6734631516610757,true,20,false
n50r2,-1.0,-1.0,-1.0,3.383319749723307,true,20,false
n50r2,30.0,18.0,28.0,0.10634224853983036,true,20,false
n50r2,-1.0,-1.0,-1.0,4.870327665269048,true,20,false
n50r2,28.0,28.0,24.0,1.6293222072583347,true,20,false
n50r2,-1.0,-1.0,-1.0,2.7355741450685525,true,20,false
n50r2,-1.0,-1.0,-1.0,4.550498914898365,true,20,false
n50r2,-1.0,-1.0,-1.0,4.207474316961845,true,20,false
n50r2,14.0,10.0,10.0,1.9262921371711705,true,20,false
n50r2,-1.0,-1.0,-1.0,4.782421752057589,true,20,false
n50r2,34.0,28.0,32.0,1.6229267510516452,true,20,false
n50r2,-1.0,-1.0,-1.0,3.3114459157768166,true,20,false
n50r2,-1.0,-1.0,-1.0,3.887623408124886,true,20,false
n50r2,10.0,6.0,6.0,1.7408173167607779,true,20,false
n50r2,10.0,6.0,6.0,0.5736534204044885,true,20,false
n50r2,-1.0,-1.0,-1.0,4.1773890174498876,true,20,false
n50r2,-1.0,-1.0,-1.0,4.109690649089096,true,20,false
n50r2,-1.0,-1.0,-1.0,4.874590592126775,true,20,false
n50r2,34.0,30.0,30.0,2.0669258058712603,true,20,false
n50r2,-1.0,-1.0,-1.0,4.277385854589649,true,20,false
n50r2,-1.0,-1.0,-1.0,3.295163725128601,true,20,false
n50r2,-1.0,-1.0,-1.0,3.4111048391299783,true,20,false
n50r2,38.0,30.0,36.0,3.0270469082584004,true,20,false
n50r2,-1.0,-1.0,-1.0,3.28339690556008,true,20,false
n50r2,62.0,60.0,60.0,2.837415698233881,true,20,false
n50r2,14.0,12.0,12.0,2.5377855280703887,true,20,false
n50r2,26.0,22.0,22.0,1.1809377874634726,true,20,false
n50r2,26.0,22.0,22.0,0.3003696016391154,true,20,false
n50r2,4.0,0.0,0.0,0.5993421742956494,true,20,false
n50r2,-1.0,-1.0,-1.0,3.82012433740324,true,20,false
n50r2,-1.0,-1.0,-1.0,3.3300989601530304,true,20,false
n50r2,24.0,18.0,22.0,1.9215464354237217,true,20,false
n50r2,-1.0,-1.0,-1.0,3.194278787198602,true,20,false
n50r2,16.0,4.0,14.0,0.13706216436018204,true,20,false
n50r2,16.0,10.0,12.0,1.528111146519607,true,20,false
n50r2,28.0,24.0,24.0,1.2659141749557599,true,20,false
n50r2,34.0,32.0,30.0,1.279899581296454,true,20,false
n50r2,-1.0,-1.0,-1.0,3.5194729165003986,true,20,false
n50r2,38.0,32.0,36.0,2.534007059275714,true,20,false
n50r2,20.0,16.0,16.0,0.9861866666148673,true,20,false
n50r2,-1.0,-1.0,-1.0,4.093717695653263,true,20,false
n50r2,26.0,22.0,24.0,1.8145324420200155,true,20,false
n50r2,24.0,20.0,22.0,1.178109066454752,true,20,false
n50r2,-1.0,-1.0,-1.0,4.451306830143539,true,20,false
n50r2,-1.0,-1.0,-1.0,4.215330434983933,true,20,false
n50r2,-1.0,-1.0,-1.0,3.228593921252336,true,20,false
n50r2,-1.0,-1.0,-1.0,4.051385446564357,true,20,false
n50r2,4.0,0.0,0.0,0.0,false,20,true
n50r2,-1.0,-1.0,-1.0,5.104483169289754,false,20,true
n50r2,-1.0,-1.0,-1.0,3.657921980991411,false,20,true
n50r2,4.0,0.0,0.0,1.7957458384689418,false,20,true
n50r2,16.0,14.0,14.0,1.9127484604442857,false,20,true
n50r2,14.0,10.0,10.0,0.1489858041558313,false,20,true
n50r2,6.0,2.0,2.0,0.20648066753591882,false,20,true
n50r2,-1.0,-1.0,-1.0,3.561754392161135,false,20,true
n50r2,-1.0,-1.0,-1.0,4.080299678768436,false,20,true
n50r2,-1.0,-1.0,-1.0,3.4351249919715507,false,20,true
n50r2,-1.0,-1.0,-1.0,2.0795506829370356,false,20,true
n50r2,-1.0,-1.0,-1.0,4.338676106866844,false,20,true
n50r2,-1.0,-1.0,-1.0,2.473196987485711,false,20,true
n50r2,6.0,2.0,2.0,1.1811183917158838,false,20,true
n50r2,4.0,0.0,0.0,0.6882257160104207,false,20,true
n50r2,14.0,10.0,10.0,0.6089936526215474,false,20,true
n50r2,18.0,12.0,14.0,0.2800465119159253,false,20,true
n50r2,-1.0,-1.0,-1.0,4.583589869686958,false,20,true
n50r2,28.0,22.0,26.0,1.579535740773518,false,20,true
n50r2,36.0,28.0,34.0,1.6844050501652463,false,20,true
n50r2,58.0,48.0,56.0,3.114444213038193,false,20,true
n50r2,24.0,20.0,20.0,1.9776563055573175,false,20,true
n50r2,30.0,18.0,28.0,0.14773397744124295,false,20,true
n50r2,-1.0,-1.0,-1.0,3.4973885984498123,false,20,true
n50r2,16.0,12.0,12.0,1.0873251006269742,false,20,true
n50r2,-1.0,-1.0,-1.0,4.362077305386074,false,20,true
n50r2,-1.0,-1.0,-1.0,3.728293646367741,false,20,true
n50r2,-1.0,-1.0,-1.0,3.535178362452455,false,20,true
n50r2,-1.0,-1.0,-1.0,3.1745163775003284,false,20,true
n50r2,-1.0,-1.0,-1.0,4.373975198327679,false,20,true
n50r2,-1.0,-1.0,-1.0,2.2910474732349626,false,20,true
n50r2,52.0,48.0,50.0,2.0391042088000755,false,20,true
n50r2,20.0,16.0,16.0,0.40024604880926534,false,20,true
n50r2,-1.0,-1.0,-1.0,3.9340727491481657,false,20,true
n50r2,-1.0,-1.0,-1.0,3.614317894173729,false,20,true
n50r2,-1.0,-1.0,-1.0,3.19260425503554,false,20,true
n50r2,16.0,12.0,12.0,1.9397176089347268,false,20,true
n50r2,-1.0,-1.0,-1.0,4.805776975520016,false,20,true
n50r2,-1.0,-1.0,-1.0,2.998971866234521,false,20,true
n50r2,-1.0,-1.0,-1.0,4.510106028643306,false,20,true
n50r2,-1.0,-1.0,-1.0,4.902002661104369,false,20,true
n50r2,-1.0,-1.0,-1.0,3.5210575400619475,false,20,true
n50r2,-1.0,-1.0,-1.0,3.269761491261462,false,20,true
n50r2,-1.0,-1.0,-1.0,4.754845933758746,false,20,true
n50r2,20.0,16.0,16.0,1.2200802009100662,false,20,true
n50r2,-1.0,-1.0,-1.0,3.590803262059359,false,20,true
n50r2,24.0,20.0,20.0,0.8431351948481643,false,20,true
n50r2,-1.0,-1.0,-1.0,2.524991204132746,false,20,true
n50r2,22.0,20.0,20.0,0.24424407326027353,false,20,true
n50r2,20.0,16.0,16.0,1.0308130621726341,false,20,true
n50r2,-1.0,-1.0,-1.0,3.2743161110189454,false,20,true
n50r2,30.0,26.0,26.0,2.2905180366026756,false,20,true
n50r2,30.0,26.0,26.0,1.1637656155572509,false,20,true
n50r2,24.0,20.0,20.0,0.9285627468438968,false,20,true
n50r2,-1.0,-1.0,-1.0,4.9333206290464435,false,20,true
n50r2,-1.0,-1.0,-1.0,4.081903332340622,false,20,true
n50r2,30.0,26.0,26.0,1.3030988967536967,false,20,true
n50r2,20.0,16.0,16.0,1.1465536469874442,false,20,true
n50r2,18.0,14.0,16.0,0.6262568371468648,false,20,true
n50r2,-1.0,-1.0,-1.0,4.4268671399028845,false,20,true
n50r2,-1.0,-1.0,-1.0,3.921847372214025,false,20,true
n50r2,18.0,14.0,14.0,1.9064445275754465,false,20,true
n50r2,-1.0,-1.0,-1.0,3.927283387370246,false,20,true
n50r2,14.0,10.0,10.0,0.05562383139125001,false,20,true
n50r2,-1.0,-1.0,-1.0,2.500170874231655,false,20,true
n50r2,-1.0,-1.0,-1.0,3.806296430037537,false,20,true
n50r2,-1.0,-1.0,-1.0,3.837330291880192,false,20,true
n50r2,6.0,2.0,2.0,0.3941127994684168,false,20,true
n50r2,32.0,30.0,30.0,0.5070635232009831,false,20,true
n50r2,-1.0,-1.0,-1.0,2.8862302959586876,false,20,true
n50r2,-1.0,-1.0,-1.0,4.807189569848487,false,20,true
n50r2,22.0,18.0,20.0,1.5430649345101717,false,20,true
n50r2,30.0,30.0,28.0,2.925468714081843,false,20,true
n50r2,-1.0,-1.0,-1.0,3.658340546205454,false,20,true
n50r2,-1.0,-1.0,-1.0,5.042638499524145,false,20,true
n50r2,36.0,32.0,34.0,2.0902724720669625,false,20,true
n50r2,4.0,0.0,0.0,0.8054977891276925,false,20,true
n50r2,-1.0,-1.0,-1.0,4.806457983748525,false,20,true
n50r2,-1.0,-1.0,-1.0,1.712168365748177,false,20,true
n50r2,16.0,12.0,12.0,1.4845138969224567,false,20,true
n50r2,28.0,24.0,24.0,2.1029039691430995,false,20,true
n50r2,-1.0,-1.0,-1.0,4.248622296747552,false,20,true
n50r2,-1.0,-1.0,-1.0,3.6738078461491264,false,20,true
n50r2,30.0,26.0,28.0,1.5168410797907206,false,20,true
n50r2,8.0,4.0,4.0,1.432220956632979,false,20,true
n50r2,-1.0,-1.0,-1.0,3.5052945231373274,false,20,true
n50r2,14.0,10.0,10.0,0.9907881713068795,false,20,true
n50r2,-1.0,-1.0,-1.0,3.38459393098179,false,20,true
n50r2,-1.0,-1.0,-1.0,4.478946970995571,false,20,true
n50r2,-1.0,-1.0,-1.0,4.642837959853687,false,20,true
n50r2,24.0,20.0,20.0,1.7749467700768595,false,20,true
n50r2,-1.0,-1.0,-1.0,4.714218473112077,false,20,true
n50r2,-1.0,-1.0,-1.0,2.493522612427033,false,20,true
n50r2,-1.0,-1.0,-1.0,2.869554200866742,false,20,true
n50r2,-1.0,-1.0,-1.0,4.95209201647047,false,20,true
n50r2,-1.0,-1.0,-1.0,2.295431092056321,false,20,true
n50r2,32.0,30.0,30.0,2.594460806236731,false,20,true
n50r2,-1.0,-1.0,-1.0,3.6890888153563055,false,20,true
n50r2,22.0,20.0,20.0,1.0224451950457951,false,20,true
n50r2,-1.0,-1.0,-1.0,3.9786472314571593,false,20,true
n50r2,4.0,0.0,0.0,0.0,false,20,false
n50r2,-1.0,-1.0,-1.0,4.886163114963365,false,20,false
n50r2,12.0,8.0,8.0,1.0812703162959667,false,20,false
n50r2,-1.0,-1.0,-1.0,3.3515048019722227,false,20,false
n50r2,-1.0,-1.0,-1.0,3.327084763031792,false,20,false
n50r2,42.0,36.0,40.0,2.10022270456993,false,20,false
n50r2,28.0,18.0,26.0,1.6874233319791088,false,20,false
n50r2,-1.0,-1.0,-1.0,3.502319652034924,false,20,false
n50r2,-1.0,-1.0,-1.0,2.4907238761519355,false,20,false
n50r2,-1.0,-1.0,-1.0,3.161047803506965,false,20,false
n50r2,-1.0,-1.0,-1.0,4.077368242939479,false,20,false
n50r2,10.0,6.0,6.0,0.09274127032964252,false,20,false
n50r2,-1.0,-1.0,-1.0,2.8889896817632463,false,20,false
n50r2,-1.0,-1.0,-1.0,4.695096291207695,false,20,false
n50r2,32.0,26.0,30.0,0.7687286859183515,false,20,false
n50r2,-1.0,-1.0,-1.0,3.462078972009402,false,20,false
n50r2,24.0,20.0,20.0,0.12812960228329043,false,20,false
n50r2,14.0,12.0,12.0,2.373312275591849,false,20,false
n50r2,-1.0,-1.0,-1.0,2.9465902836078555,false,20,false
n50r2,10.0,6.0,6.0,0.24878027154504675,false,20,false
n50r2,16.0,10.0,12.0,1.8852960985693237,false,20,false
n50r2,18.0,16.0,16.0,1.6824289654688167,false,20,false
n50r2,-1.0,-1.0,-1.0,3.6709641110563953,false,20,false
n50r2,6.0,2.0,2.0,1.5308396174757586,false,20,false
n50r2,-1.0,-1.0,-1.0,2.8006790785876894,false,20,false
n50r2,26.0,22.0,22.0,0.5877968778294053,false,20,false
n50r2,-1.0,-1.0,-1.0,4.8534216719118985,false,20,false
n50r2,26.0,22.0,22.0,1.4453687743985633,false,20,false
n50r2,40.0,38.0,38.0,1.7853577481911211,false,20,false
n50r2,-1.0,-1.0,-1.0,3.8552133026921247,false,20,false
n50r2,14.0,14.0,12.0,0.842822734804967,false,20,false
n50r2,-1.0,-1.0,-1.0,4.726675283218466,false,20,false
n50r2,-1.0,-1.0,-1.0,3.687709123564272,false,20,false
n50r2,32.0,22.0,30.0,0.11172915699102712,false,20,false
n50r2,16.0,12.0,12.0,1.212085866148191,false,20,false
n50r2,42.0,32.0,40.0,2.0480456085439904,false,20,false
n50r2,-1.0,-1.0,-1.0,3.3663916703070083,false,20,false
n50r2,10.0,6.0,6.0,2.5720524798365645,false,20,false
n50r2,-1.0,-1.0,-1.0,2.8320945803136,false,20,false
n50r2,-1.0,-1.0,-1.0,5.014166041799251,false,20,false
n50r2,-1.0,-1.0,-1.0,2.813591606615914,false,20,false
n50r2,18.0,14.0,14.0,0.07059785980469005,false,20,false
n50r2,-1.0,-1.0,-1.0,2.3990759163643807,false,20,false
n50r2,20.0,16.0,16.0,1.888522745102438,false,20,false
n50r2,22.0,16.0,18.0,1.1362475381372257,false,20,false
n50r2,28.0,18.0,26.0,1.9808482917729875,false,20,false
n50r2,20.0,16.0,16.0,0.2670218416877503,false,20,false
n50r2,20.0,20.0,18.0,1.2672194322505328,false,20,false
n50r2,4.0,0.0,0.0,0.14482944174670362,false,20,false
n50r2,-1.0,-1.0,-1.0,4.079564405563199,false,20,false
n50r2,28.0,26.0,26.0,0.7382010630493064,false,20,false
n50r2,34.0,26.0,32.0,2.4421077497804857,false,20,false
n50r2,-1.0,-1.0,-1.0,2.298011065020812,false,20,false
n50r2,30.0,22.0,28.0,1.6666699125771107,false,20,false
n50r2,-1.0,-1.0,-1.0,4.3391431582195,false,20,false
n50r2,24.0,20.0,20.0,1.8543503362091003,false,20,false
n50r2,-1.0,-1.0,-1.0,2.772794741652524,false,20,false
n50r2,30.0,24.0,28.0,0.8119725310267357,false,20,false
n50r2,26.0,22.0,22.0,1.627322582112748,false,20,false
n50r2,26.0,22.0,22.0,1.1677498748858623,false,20,false
n50r2,10.0,6.0,6.0,1.3606003045220356,false,20,false
n50r2,34.0,30.0,32.0,0.648216288997637,false,20,false
n50r2,-1.0,-1.0,-1.0,3.3871596683379916,false,20,false
n50r2,-1.0,-1.0,-1.0,2.2760475378292373,false,20,false
n50r2,30.0,26.0,28.0,0.44815485392481014,false,20,false
n50r2,-1.0,-1.0,-1.0,4.2793251381115365,false,20,false
n50r2,26.0,22.0,22.0,1.1160065765972094,false,20,false
n50r2,-1.0,-1.0,-1.0,3.765612623164187,false,20,false
n50r2,26.0,20.0,22.0,2.42561347156294,false,20,false
n50r2,-1.0,-1.0,-1.0,2.1957993676687284,false,20,false
n50r2,30.0,26.0,26.0,2.2311611535106963,false,20,false
n50r2,-1.0,-1.0,-1.0,3.9740203730738792,false,20,false
n50r2,-1.0,-1.0,-1.0,4.472214832151102,false,20,false
n50r2,-1.0,-1.0,-1.0,3.6878451211569825,false,20,false
n50r2,-1.0,-1.0,-1.0,2.7744874002163824,false,20,false
n50r2,-1.0,-1.0,-1.0,2.6162166874473107,false,20,false
n50r2,-1.0,-1.0,-1.0,2.4994718569406036,false,20,false
n50r2,-1.0,-1.0,-1.0,4.113924091078976,false,20,false
n50r2,20.0,16.0,16.0,1.83117109158996,false,20,false
n50r2,40.0,36.0,36.0,1.4838668520746277,false,20,false
n50r2,-1.0,-1.0,-1.0,5.115499012996328,false,20,false
n50r2,-1.0,-1.0,-1.0,3.8205700870093007,false,20,false
n50r2,12.0,6.0,8.0,0.5000754603582555,false,20,false
n50r2,18.0,14.0,14.0,1.940790501316035,false,20,false
n50r2,-1.0,-1.0,-1.0,3.147734132658256,false,20,false
