net_id,hwcd,sum_constraint_hwcd,gauss_sd,nretics_est,major_tree_only,m,force_unrooted
n50r2,-1.0,-1.0,-1.0,3.9499175427772157,true,15,false
n50r2,-1.0,-1.0,-1.0,4.821199333733713,true,15,false
n50r2,-1.0,-1.0,-1.0,2.683283269525625,true,15,false
n50r2,26.0,12.0,26.0,0.15876598051091467,true,15,false
n50r2,-1.0,-1.0,-1.0,3.0459801627527754,true,15,false
n50r2,-1.0,-1.0,-1.0,5.410844556307514,true,15,false
n50r2,-1.0,-1.0,-1.0,2.9899539045415646,true,15,false
n50r2,14.0,10.0,14.0,0.5366568625702293,true,15,false
n50r2,-1.0,-1.0,-1.0,2.431623215255359,true,15,false
n50r2,-1.0,-1.0,-1.0,5.904141807368482,true,15,false
n50r2,-1.0,-1.0,-1.0,3.5578648070663155,true,15,false
n50r2,-1.0,-1.0,-1.0,4.252100091033928,true,15,false
n50r2,22.0,16.0,22.0,2.13093386348454,true,15,false
n50r2,24.0,20.0,24.0,3.129427975141271,true,15,false
n50r2,10.0,10.0,10.0,0.596854908898339,true,15,false
n50r2,-1.0,-1.0,-1.0,5.283183036921144,true,15,false
n50r2,-1.0,-1.0,-1.0,4.133439860096725,true,15,false
n50r2,0.0,0.0,0.0,0.5249590718013134,true,15,false
n50r2,-1.0,-1.0,-1.0,3.645106403139612,true,15,false
n50r2,-1.0,-1.0,-1.0,4.795729337412419,true,15,false
n50r2,30.0,26.0,30.0,2.011462442610017,true,15,false
n50r2,-1.0,-1.0,-1.0,4.354245297137667,true,15,false
n50r2,42.0,38.0,42.0,2.073847331289479,true,15,false
n50r2,24.0,22.0,24.0,0.5919917077510138,true,15,false
n50r2,-1.0,-1.0,-1.0,3.0995167941563775,true,15,false
n50r2,-1.0,-1.0,-1.0,5.605249688290564,true,15,false
n50r2,-1.0,-1.0,-1.0,5.182364923146468,true,15,false
n50r2,-1.0,-1.0,-1.0,2.7406658756611892,true,15,false
n50r2,-1.0,-1.0,-1.0,4.445094413400775,true,15,false
n50r2,4.0,4.0,4.0,0.40328455999640067,true,15,false
n50r2,-1.0,-1.0,-1.0,5.154903294733642,true,15,false
n50r2,20.0,16.0,20.0,2.2462668293766304,true,15,false
n50r2,-1.0,-1.0,-1.0,4.740540552616802,true,15,false
n50r2,-1.0,-1.0,-1.0,5.655786197904763,true,15,false
n50r2,20.0,16.0,20.0,2.514625716671433,true,15,false
n50r2,-1.0,-1.0,-1.0,5.292021984836028,true,15,false
n50r2,12.0,10.0,12.0,0.7489212944435905,true,15,false
n50r2,30.0,26.0,30.0,1.6492619166379228,true,15,false
n50r2,-1.0,-1.0,-1.0,5.362777347022556,true,15,false
n50r2,-1.0,-1.0,-1.0,5.417577752136898,true,15,false
n50r2,-1.0,-1.0,-1.0,3.8070672072244087,true,15,false
n50r2,36.0,22.0,36.0,0.7024454475890928,true,15,false
n50r2,-1.0,-1.0,-1.0,5.264005687760207,true,15,false
n50r2,-1.0,-1.0,-1.0,4.9232115505188965,true,15,false
n50r2,0.0,0.0,0.0,0.0,false,15,true
n50r2,-1.0,-1.0,-1.0,2.3815453405698785,false,15,true
n50r2,-1.0,-1.0,-1.0,5.664162057291324,false,15,true
n50r2,-1.0,-1.0,-1.0,4.4384053414576,false,15,true
n50r2,-1.0,-1.0,-1.0,4.138951307085067,false,15,true
n50r2,-1.0,-1.0,-1.0,3.705667315612054,false,15,true
n50r2,24.0,20.0,24.0,2.56666710143901,false,15,true
n50r2,28.0,24.0,28.0,1.6230963672573617,false,15,true
n50r2,-1.0,-1.0,-1.0,4.49094616474219,false,15,true
n50r2,-1.0,-1.0,-1.0,3.9352327059162167,false,15,true
n50r2,-1.0,-1.0,-1.0,3.9973140850486075,false,15,true
n50r2,14.0,10.0,14.0,1.6087853555968867,false,15,true
n50r2,12.0,10.0,12.0,2.0033976184158324,false,15,true
n50r2,-1.0,-1.0,-1.0,3.6586306292792097,false,15,true
n50r2,-1.0,-1.0,-1.0,2.6286534829287937,false,15,true
n50r2,34.0,28.0,34.0,2.8203970750729543,false,15,true
n50r2,36.0,18.0,36.0,1.1896176648272878,false,15,true
n50r2,-1.0,-1.0,-1.0,4.055877451923071,false,15,true
n50r2,-1.0,-1.0,-1.0,2.852747690893041,false,15,true
n50r2,-1.0,-1.0,-1.0,4.90392693899132,false,15,true
n50r2,38.0,32.0,38.0,1.9279903088972874,false,15,true
n50r2,-1.0,-1.0,-1.0,4.493108834533113,false,15,true
n50r2,-1.0,-1.0,-1.0,5.499793524814693,false,15,true
n50r2,-1.0,-1.0,-1.0,3.5010846089486747,false,15,true
n50r2,-1.0,-1.0,-1.0,5.464442770189626,false,15,true
n50r2,10.0,8.0,10.0,0.5272823623905212,false,15,true
n50r2,22.0,8.0,22.0,0.9949033612203514,false,15,true
n50r2,-1.0,-1.0,-1.0,3.136059028157984,false,15,true
n50r2,-1.0,-1.0,-1.0,3.151851792456589,false,15,true
n50r2,40.0,34.0,40.0,2.839462919108225,false,15,true
n50r2,-1.0,-1.0,-1.0,4.8882200796688515,false,15,true
n50r2,-1.0,-1.0,-1.0,5.889046063998185,false,15,true
n50r2,28.0,14.0,28.0,1.3612078135428198,false,15,true
n50r2,26.0,22.0,26.0,1.1573933748931535,false,15,true
n50r2,20.0,16.0,20.0,1.654401234488287,false,15,true
n50r2,6.0,4.0,6.0,0.07012115286323961,false,15,true
n50r2,-1.0,-1.0,-1.0,4.006586618809917,false,15,true
n50r2,-1.0,-1.0,-1.0,4.350315584094384,false,15,true
n50r2,22.0,22.0,22.0,1.1574421115587765,false,15,true
n50r2,-1.0,-1.0,-1.0,5.392711800085369,false,15,true
n50r2,10.0,8.0,10.0,1.4314620953646855,false,15,true
n50r2,14.0,12.0,14.0,1.1791655148424947,false,15,true
n50r2,-1.0,-1.0,-1.0,4.433476045137295,false,15,true
n50r2,-1.0,-1.0,-1.0,2.6816594772354745,false,15,true
n50r2,-1.0,-1.0,-1.0,3.899447059116965,false,15,true
n50r2,22.0,22.0,22.0,0.33861053653448603,false,15,true
n50r2,2.0,2.0,2.0,1.695079763886588,false,15,true
n50r2,8.0,6.0,8.0,1.0466955156411029,false,15,true
n50r2,-1.0,-1.0,-1.0,5.5612362710240095,false,15,true
n50r2,26.0,18.0,26.0,0.4080567327353034,false,15,true
n50r2,-1.0,-1.0,-1.0,4.029539098217081,false,15,true
n50r2,-1.0,-1.0,-1.0,4.5467901662878365,false,15,true
n50r2,44.0,36.0,44.0,1.9025786166098149,false,15,true
n50r2,20.0,18.0,20.0,0.048820072916339344,false,15,true
n50r2,6.0,4.0,6.0,0.6313578209297103,false,15,true
n50r2,14.0,10.0,14.0,1.6870985548524522,false,15,true
n50r2,-1.0,-1.0,-1.0,1.6368802728904024,false,15,true
n50r2,18.0,12.0,18.0,1.9902149218489282,false,15,true
n50r2,-1.0,-1.0,-1.0,5.9013315286697505,false,15,true
n50r2,14.0,10.0,14.0,2.673536730306784,false,15,true
n50r2,-1.0,-1.0,-1.0,4.5359345621189116,false,15,true
n50r2,-1.0,-1.0,-1.0,2.977621793450046,false,15,true
n50r2,-1.0,-1.0,-1.0,4.427967123182346,false,15,true
n50r2,-1.0,-1.0,-1.0,5.118688889892157,false,15,true
n50r2,4.0,2.0,4.0,0.6560589712090019,false,15,true
n50r2,-1.0,-1.0,-1.0,3.365551748273736,false,15,true
n50r2,-1.0,-1.0,-1.0,3.9385679214115434,false,15,true
n50r2,28.0,24.0,28.0,0.789886246722455,false,15,true
n50r2,-1.0,-1.0,-1.0,5.703420300277247,false,15,true
n50r2,34.0,30.0,34.0,1.9445744224061101,false,15,true
n50r2,24.0,18.0,24.0,0.47891657304433505,false,15,true
n50r2,-1.0,-1.0,-1.0,1.7625571114607212,false,15,true
n50r2,-1.0,-1.0,-1.0,2.9433562633805366,false,15,true
n50r2,12.0,12.0,12.0,1.5257951652804032,false,15,true
n50r2,-1.0,-1.0,-1.0,3.220497615942623,false,15,true
n50r2,-1.0,-1.0,-1.0,4.900756271111138,false,15,true
n50r2,18.0,16.0,18.0,1.3658059219928502,false,15,true
n50r2,-1.0,-1.0,-1.0,4.767129320847817,false,15,true
n50r2,36.0,32.0,36.0,2.3178293040201314,false,15,true
n50r2,-1.0,-1.0,-1.0,4.055289782406903,false,15,true
n50r2,-1.0,-1.0,-1.0,5.2564354771291635,false,15,true
n50r2,20.0,16.0,20.0,2.2246940044920493,false,15,true
n50r2,-1.0,-1.0,-1.0,2.6430995976086167,false,15,true
n50r2,26.0,22.0,26.0,1.2672863928822262,false,15,true
n50r2,2.0,2.0,2.0,1.9393644221778046,false,15,true
n50r2,-1.0,-1.0,-1.0,2.9575725566074627,false,15,true
n50r2,30.0,30.0,30.0,0.09682290003615146,false,15,true
n50r2,-1.0,-1.0,-1.0,2.963544181277179,false,15,true
n50r2,28.0,24.0,28.0,2.955777999501297,false,15,true
n50r2,20.0,18.0,20.0,1.2057996197512,false,15,true
n50r2,30.0,28.0,30.0,0.790067875515175,false,15,true
n50r2,-1.0,-1.0,-1.0,4.408919523831541,false,15,true
n50r2,8.0,8.0,8.0,0.5118074709904707,false,15,true
n50r2,-1.0,-1.0,-1.0,3.8740727166198967,false,15,true
n50r2,-1.0,-1.0,-1.0,4.0688644643671505,false,15,true
n50r2,-1.0,-1.0,-1.0,5.846525942572639,false,15,true
n50r2,10.0,10.0,10.0,0.1220955361861239,false,15,true
n50r2,-1.0,-1.0,-1.0,5.654522278550424,false,15,true
n50r2,-1.0,-1.0,-1.0,5.429283130829639,false,15,true
n50r2,-1.0,-1.0,-1.0,3.967527421485566,false,15,true
n50r2,2.0,0.0,2.0,0.0,false,15,false
n50r2,26.0,22.0,26.0,0.3795298683067058,false,15,false
n50r2,14.0,14.0,14.0,0.48644867350199916,false,15,false
n50r2,-1.0,-1.0,-1.0,5.2537751989906445,false,15,false
n50r2,-1.0,-1.0,-1.0,4.499569603517983,false,15,false
n50r2,40.0,32.0,40.0,2.1803125114853423,false,15,false
n50r2,34.0,22.0,34.0,2.3335778480417093,false,15,false
n50r2,-1.0,-1.0,-1.0,2.8355053468564444,false,15,false
n50r2,24.0,22.0,24.0,0.6553394699384192,false,15,false
n50r2,18.0,16.0,18.0,0.7929502904675216,false,15,false
n50r2,-1.0,-1.0,-1.0,5.201094669770561,false,15,false
n50r2,-1.0,-1.0,-1.0,5.098312538087216,false,15,false
n50r2,-1.0,-1.0,-1.0,3.9206152989504934,false,15,false
n50r2,48.0,44.0,48.0,3.145410441759298,false,15,false
n50r2,16.0,14.0,16.0,0.7080580212117782,false,15,false
n50r2,8.0,8.0,8.0,2.2055193657391547,false,15,false
n50r2,10.0,8.0,10.0,0.9240703699752973,false,15,false
n50r2,-1.0,-1.0,-1.0,5.634946978653006,false,15,false
n50r2,-1.0,-1.0,-1.0,2.8117118243965162,false,15,false
n50r2,-1.0,-1.0,-1.0,4.117210709430916,false,15,false
n50r2,30.0,22.0,30.0,1.6501488150416264,false,15,false
n50r2,-1.0,-1.0,-1.0,4.255560099387777,false,15,false
n50r2,24.0,20.0,24.0,2.055423574359813,false,15,false
n50r2,6.0,4.0,6.0,0.3793167515332272,false,15,false
n50r2,-1.0,-1.0,-1.0,3.4358499749155436,false,15,false
n50r2,22.0,20.0,22.0,0.9742876812221589,false,15,false
n50r2,-1.0,-1.0,-1.0,3.129580844671369,false,15,false
n50r2,8.0,8.0,8.0,1.7004174079297176,false,15,false
n50r2,16.0,12.0,16.0,2.3125909373492393,false,15,false
n50r2,36.0,30.0,36.0,1.870983512919732,false,15,false
n50r2,-1.0,-1.0,-1.0,2.965880639143706,false,15,false
n50r2,16.0,12.0,16.0,2.1286084124243154,false,15,false
n50r2,-1.0,-1.0,-1.0,3.9601008103146507,false,15,false
n50r2,-1.0,-1.0,-1.0,5.333168898017593,false,15,false
n50r2,-1.0,-1.0,-1.0,4.458739498510669,false,15,false
n50r2,-1.0,-1.0,-1.0,5.2769386359353945,false,15,false
n50r2,6.0,6.0,6.0,0.39774008783659415,false,15,false
n50r2,-1.0,-1.0,-1.0,3.8500371158722926,false,15,false
n50r2,36.0,22.0,36.0,1.3432253755766825,false,15,false
n50r2,20.0,20.0,20.0,2.750083395852102,false,15,false
n50r2,-1.0,-1.0,-1.0,5.210906693424664,false,15,false
n50r2,-1.0,-1.0,-1.0,3.0431861135903606,false,15,false
n50r2,-1.0,-1.0,-1.0,5.632230583568367,false,15,false
n50r2,-1.0,-1.0,-1.0,4.868407958567491,false,15,false
n50r2,-1.0,-1.0,-1.0,2.224603890469224,false,15,false
n50r2,-1.0,-1.0,-1.0,3.254729608381969,false,15,false
n50r2,-1.0,-1.0,-1.0,4.927745050136272,false,15,false
n50r2,30.0,28.0,30.0,1.6502787953702502,false,15,false
n50r2,-1.0,-1.0,-1.0,5.468352528732081,false,15,false
n50r2,-1.0,-1.0,-1.0,5.058626489406552,false,15,false
n50r2,34.0,32.0,34.0,1.8732602025534906,false,15,false
n50r2,-1.0,-1.0,-1.0,4.0533041331074395,false,15,false
n50r2,32.0,28.0,32.0,1.890621200899941,false,15,false
n50r2,24.0,22.0,24.0,0.8638591392920206,false,15,false
n50r2,20.0,18.0,20.0,1.1493011026314217,false,15,false
n50r2,46.0,30.0,46.0,1.0587894131952402,false,15,false
n50r2,-1.0,-1.0,-1.0,5.414001174004312,false,15,false
n50r2,-1.0,-1.0,-1.0,3.3232006681068382,false,15,false
n50r2,26.0,18.0,26.0,1.658886258764812,false,15,false
n50r2,-1.0,-1.0,-1.0,2.868235754450822,false,15,false
n50r2,-1.0,-1.0,-1.0,4.946846449133801,false,15,false
n50r2,-1.0,-1.0,-1.0,4.491293705678899,false,15,false
n50r2,-1.0,-1.0,-1.0,2.1166035918824475,false,15,false
n50r2,-1.0,-1.0,-1.0,2.0489826188308613,false,15,false
n50r2,22.0,18.0,22.0,0.7364579379212909,false,15,false
n50r2,20.0,18.0,20.0,0.7467564550931317,false,15,false
n50r2,60.0,54.0,60.0,4.092000255184771,false,15,false
n50r2,8.0,8.0,8.0,0.5754815688978505,false,15,false
n50r2,34.0,28.0,34.0,2.429290672014839,false,15,false
n50r2,-1.0,-1.0,-1.0,4.6197851907346354,false,15,false
n50r2,-1.0,-1.0,-1.0,2.4866793277482846,false,15,false
n50r2,-1.0,-1.0,-1.0,3.714447081303872,false,15,false
n50r2,22.0,20.0,22.0,1.3374583109707845,false,15,false
n50r2,-1.0,-1.0,-1.0,4.620711254670285,false,15,false
n50r2,-1.0,-1.0,-1.0,4.167373017830866,false,15,false
n50r2,-1.0,-1.0,-1.0,2.8560374529050336,false,15,false
n50r2,28.0,22.0,28.0,2.3663259590040946,false,15,false
n50r2,-1.0,-1.0,-1.0,5.594725660658803,false,15,false
n50r2,-1.0,-1.0,-1.0,3.325701636291481,false,15,false
n50r2,-1.0,-1.0,-1.0,4.049974575763747,false,15,false
n50r2,-1.0,-1.0,-1.0,2.7360517364358117,false,15,false
n50r2,-1.0,-1.0,-1.0,1.6237620841450584,false,15,false
n50r2,44.0,38.0,44.0,2.623369979613072,false,15,false
n50r2,34.0,30.0,34.0,1.9795861177877585,false,15,false
n50r2,-1.0,-1.0,-1.0,5.084158985796911,false,15,false
n50r2,-1.0,-1.0,-1.0,4.533978378502289,false,15,false
n50r2,26.0,22.0,26.0,1.8917542710613016,false,15,false
n50r2,-1.0,-1.0,-1.0,4.542286927079826,false,15,false
n50r2,34.0,30.0,34.0,2.2905625014637296,false,15,false
n50r2,-1.0,-1.0,-1.0,4.333205302917543,false,15,false
n50r2,-1.0,-1.0,-1.0,3.6753035202593183,false,15,false
n50r2,32.0,26.0,32.0,0.18406539395898158,false,15,false
n50r2,-1.0,-1.0,-1.0,2.7291054580452787,false,15,false
n50r2,42.0,28.0,42.0,0.2896024707233555,false,15,false
n50r2,46.0,30.0,46.0,0.945904934348788,false,15,false
n50r2,-1.0,-1.0,-1.0,5.546348303337434,false,15,false
n50r2,-1.0,-1.0,-1.0,3.3570481775528043,false,15,false
n50r2,-1.0,-1.0,-1.0,5.634426192857438,false,15,false
n50r2,22.0,16.0,22.0,0.866693651337792,false,15,false
n50r2,-1.0,-1.0,-1.0,2.76660708096916,false,15,false
n50r2,2.0,0.0,2.0,0.0,true,20,true
n50r2,48.0,44.0,48.0,4.089054194131964,true,20,true
n50r2,-1.0,-1.0,-1.0,3.2585404943714615,true,20,true
n50r2,-1.0,-1.0,-1.0,5.659667369210341,true,20,true
n50r2,-1.0,-1.0,-1.0,2.8567945543403543,true,20,true
n50r2,12.0,12.0,12.0,0.2827295684091848,true,20,true
n50r2,-1.0,-1.0,-1.0,2.932319678276066,true,20,true
n50r2,-1.0,-1.0,-1.0,4.63597146622665,true,20,true
n50r2,28.0,26.0,28.0,0.7335604245811516,true,20,true
n50r2,-1.0,-1.0,-1.0,3.036487063370448,true,20,true
n50r2,16.0,12.0,16.0,2.5242095602149885,true,20,true
n50r2,-1.0,-1.0,-1.0,3.124547707037839,true,20,true
n50r2,12.0,12.0,12.0,2.162335559882276,true,20,true
n50r2,-1.0,-1.0,-1.0,2.9506300215186134,true,20,true
n50r2,-1.0,-1.0,-1.0,4.597354028528996,true,20,true
